"name"	"common_name"
AGELAEA THOUARSIANA WHOLE	""
AGELAEA KONERI WHOLE	""
AGELAEA HETEROPHYLLA WHOLE	""
AGELAEA OBLIQUA WHOLE	""
AGELAEA FLOCCOSA WHOLE	""
AGELAEA TRIFOLIA WHOLE	""
AGELAEA ZENKERI WHOLE	""
AGELAEA PENTAGYNA WHOLE	""
AGELAEA PYNAERTII WHOLE	""
AGELAEA MILDBRAEDII WHOLE	""
AGELAEA MAYOTTENSIS WHOLE	""
CONNARUS PENTAGYNUS WHOLE	""
AGELAEA LAMARCKII WHOLE	""
AGELAEA OVALIS WHOLE	""
AGELAEA PREUSSII WHOLE	""
AGELAEA PSEUDOBLIQUA WHOLE	""
AGELAEA MARGINATA WHOLE	""
AGELAEA MACROCARPA WHOLE	""
AGELAEA EMETICA WHOLE	""
AGELAEA GLANDULOSISSIMA WHOLE	""
AGELAEA USTULATA WHOLE	""
AGRIMONIA EUPATORIA	""
AGRIMONIA MINOR WHOLE	""
AGRIMONIA EUPATORIA [HPUS]	""
AGRIMONIA EUPATORIA WHOLE	""
AGRIMONIA ADSCENDENS WHOLE	""
CHURCH STEEPLES WHOLE	""
COCKLEBUR WHOLE	""
AGRIMONIA EUPATORIA [WHO-DD]	""
AGRIMONIA HUMILIS WHOLE	""
CHURCHSTEEPLES WHOLE	""
AGRIMONIA EUPATORIA L.	""
AGRIMONIA OFFICINALIS WHOLE	""
AGRIMONIA CANESCENS WHOLE	""
STICKWORT WHOLE	""
HARVEST-LICE WHOLE	""
ALBATRELLOPSIS CONFLUENS WHOLE	""
BOLETUS CONFLUENS WHOLE	""
BOLETUS NITENS WHOLE	""
POLYPORUS PACHYPUS WHOLE	""
POLYPORUS CONFLUENS WHOLE	""
CALOPORUS CONFLUENS WHOLE	""
SCUTIGER CONFLUENS WHOLE	""
BOLETUS ARTEMIDORUS WHOLE	""
POLYPORUS ARTEMIDORUS WHOLE	""
MERISMA CONFLUENS WHOLE	""
POLYPORUS WHITEAE WHOLE	""
ALBATRELLUS CONFLUENS WHOLE	""
CLADOMERIS CONFLUENS WHOLE	""
POLYPILUS CONFLUENS WHOLE	""
BOLETUS AURANTIUS WHOLE	""
SCUTIGER WHITEAE WHOLE	""
SCUTIGER LAETICOLOR WHOLE	""
POLYPORUS LAETICOLOR WHOLE	""
FEUILLEEA CORIARIA WHOLE	""
ALBIZIA CORIARIA WHOLE	""
ALBIZIA POISSONII WHOLE	""
ALBIZIA CORIARIA WELW. EX OLIV.	""
ALBIZIA KATANGENSIS WHOLE	""
ACACIA KALKORA WHOLE	""
ALBIZIA ROSEA WHOLE	""
ALBIZIA NEMU WHOLE	""
FEUILLEEA JULIBRISSIN WHOLE	""
ALBIZIA JULIBRISSIN [WHO-DD]	""
ACACIA NEMU WHOLE	""
MIMOSA JULIBRISSIN WHOLE	""
SILKTREE WHOLE	""
ALCHEMILLA GRACILIS LEAF	""
ACACIA JULIBRISSIN WHOLE	""
POWDERPUFF TREE WHOLE	""
SILK TREE WHOLE	""
ALBIZIA JULIBRISSIN WHOLE	""
SILK TREE [HOC]	""
MIMOSA TREE WHOLE	""
ALBIZIA JULIBRISSIN DURAZZ.	""
HE HUAN WHOLE	""
ALBIZIA ARUNACHALENSIS WHOLE	""
ACACIA HEMU WHOLE	""
PITHECELLOBIUM SPLITGERBERIANUM WHOLE	""
ACACIA ISENBERGIANA WHOLE	""
HOLLYHOCK WHOLE	""
ROSE MALLOW WHOLE	""
ALTHAEA CHINENSIS WHOLE	""
ALTHAEA ROSEA WHOLE	""
HOLLYHOCK [HOC]	""
ALTHAEA MEONANTHA WHOLE	""
MALVA ROSEA WHOLE	""
ALCEA MICROCHITON WHOLE	""
ALTHAEA SINENSIS WHOLE	""
ALCEA CRETICA WHOLE	""
ALTHAEA COROMANDELIANA WHOLE	""
MALVA HORTENSUS WHOLE	""
ALTHAEA FLEXUOSA WHOLE	""
ALTHAEA MEXICANA WHOLE	""
ALCEA ROSEA WHOLE	""
ALTHAEA MICROCHITON WHOLE	""
ALCEA ROSEA [WHO-DD]	""
ALCEA ROSEA L.	""
ALTHAEA CARIBAEA WHOLE	""
MALVA FLORIDA WHOLE	""
ALTHAEA CRETICA WHOLE	""
ALCEA SETOSA WHOLE	""
ALTHAEA PONTICA WHOLE	""
ALTHAEA SETOSA WHOLE	""
ALCEA PONTICA WHOLE	""
ALCEA AEGYPTIACA WHOLE	""
ALCEA SETOSA (BOISS.) ALEF.	""
ALTHAEA AEGYPTICA WHOLE	""
LADY'S MANTLE [HOC]	""
ALCHEMILLA XANTHOCHLORA WHOLE	""
ALCHEMILLA VULGARIS WHOLE	""
ALCHEMILLA GOTTSTEINIANA WHOLE	""
LADY'S-MANTLE WHOLE	""
INTERMEDIATE LADY'S-MANTLE WHOLE	""
ALCHEMILLA XANTHOCHLORA ROTHM.	""
ALCHEMILLA PRATENSIS WHOLE	""
ALCHEMILLA VULGARIS [WHO-DD]	""
ALECTRA LEDERMANNII WHOLE	""
MELASMA CORDATUM WHOLE	""
MELASMA COMMUNE WHOLE	""
GLOSSOSTYLIS AVENSIS WHOLE	""
ALECTRA TRINERVIS WHOLE	""
ALECTRA SCHLIEBENII WHOLE	""
MELASMA BARBATUM WHOLE	""
MELASMA AVENSE WHOLE	""
ALECTRA ARABICA WHOLE	""
ALECTRA CONGOLENSIS WHOLE	""
ALECTRA BARBATA WHOLE	""
MELASMA ASPERRIMUM WHOLE	""
ALECTRA ASPERRIMA WHOLE	""
GERARDIA SESSILIFLORA WHOLE	""
EPINE-VINETTE WHOLE	""
MELASMA SESSILIFLORUM WHOLE	""
ALECTRA SENEGALENSIS WHOLE	""
HYMENOSPERMUM DENTATUM WHOLE	""
ALECTRA RUPESTRIS WHOLE	""
RHINANTHUS SCABER WHOLE	""
ALECTRA SESSILIFLORA WHOLE	""
ALECTRA HUNDTII WHOLE	""
ALECTRA THOMSONII WHOLE	""
ALECTRA COMMUNIS WHOLE	""
ALECTRA SESSILIFLORA (VAHL) KUNTZE	""
ALECTRA MOEROENSIS WHOLE	""
GLOSSOSTYLIS CORDATA WHOLE	""
ALECTRA CORDATA WHOLE	""
ALECTRA IBITYENSIS WHOLE	""
BARTSIA SCABRA WHOLE	""
NIGRINA SESSILIFLORA WHOLE	""
ALECTRA ABERDARICA WHOLE	""
ALLIUM CUMARIA WHOLE	""
WHITE GLOBE ONION WHOLE	""
CEPA VULGARIS WHOLE	""
RED GLOBE ONION WHOLE	""
ALLIUM NIGRITANUM WHOLE	""
ALLIUM CEPAEUM WHOLE	""
CEPA RUBRA WHOLE	""
CEPA ESCULENTA WHOLE	""
ALLIUM ASCALONICUM WHOLE	""
ALLIUM AOBANUM WHOLE	""
ASCALONICUM SATIVUM WHOLE	""
ALLIUM ESCULENTUM WHOLE	""
ALLIUM COMMUNE WHOLE	""
ALLIUM CEPA WHOLE	""
ONION [HOC]	""
COMMON ONION WHOLE	""
ALLIUM ANGOLENSE WHOLE	""
ALLIUM PAUCIFLORUM WHOLE	""
ALLIUM SALOTA WHOLE	""
CEPA ALBA WHOLE	""
CEPA PALLENS WHOLE	""
GARDEN ONION WHOLE	""
ALLIUM NAPUS WHOLE	""
PORRUM CEPA WHOLE	""
KEPA ESCULENTA WHOLE	""
ALLIUM CEPA L.	""
ALLIUM OUSENSANENSE WHOLE	""
CHINESE GARLIC WHOLE (ALLIUM MACROSTEMON)	""
ALLIUM MACROSTEMON WHOLE	""
ALLIUM MACROSTEMON [WHO-DD]	""
ALLIUM MACROSTEMON BUNGE	""
ALLIUM NIPPONICUM WHOLE	""
LONG-STAMEN ONION [HOC]	""
GARLIC CHIVES WHOLE (ALLIUM MACROSTEMON)	""
XIAO GUN SUAN WHOLE	""
LONGSTAMEN ONION WHOLE(ALLIUM MACROSTEMON)	""
ALLIUM IATASEN WHOLE	""
ALLIUM GRAYI WHOLE	""
ALLIUM URATENSE WHOLE	""
ALLIUM CHANETII WHOLE	""
ALLIUM NEREIDUM WHOLE	""
NO-BINU WHOLE	""
PORRUM SATIVUM WHOLE	""
ALLIUM BABINGTONII WHOLE	""
ALLIUM LEUCANTHUM WHOLE	""
ALLIUM ADSCENDENS WHOLE	""
ALLIUM SYRIACUM WHOLE	""
ALLIUM AMPELOPRASUM [WHO-DD]	""
PORRUM COMMUNE WHOLE	""
ALLIUM THESSALUM WHOLE	""
BROADLEAF WILD LEEK WHOLE	""
PORRUM AMETHYSTINUM WHOLE	""
ALLIUM PARDOI WHOLE	""
ALLIUM GASPARRINII WHOLE	""
ALLIUM AMPELOPRASUM WHOLE	""
ALLIUM ALBESCENS WHOLE	""
ALLIUM POLYANTHUM WHOLE	""
GARDEN LEEK WHOLE	""
ALLIUM PORRACEUM WHOLE	""
ALLIUM SCOPULICOLA WHOLE	""
ALLIUM HOLMENSE WHOLE	""
ALLIUM KURRAT WHOLE	""
ALLIUM BERTOLONII WHOLE	""
ALLIUM PORRUM L.	""
ALLIUM SPECTABILE WHOLE	""
ALLIUM PORRUM WHOLE	""
PORRUM AMPELOPRASUM WHOLE	""
ALLIUM DURIEUANUM WHOLE	""
ALLIUM PYLIUM WHOLE	""
ALLIUM BYZANTINUM WHOLE	""
ALLIUM AMPELOPRASUM L.	""
ALLIUM ASCENDENS WHOLE	""
ALOCASIA PALLIDA WHOLE	""
ARUM PEREGRINUM WHOLE	""
ALOCASIA METALLICA WHOLE	""
COLOCASIA RAPIFORMIS WHOLE	""
ALOCASIA HARRISII-PULCHRUM WHOLE	""
ALOCASIA CORDIFOLIA WHOLE	""
CALADIUM MACRORRHIZON WHOLE	""
ALOCASIA MACRORRHIZOS (L.) G.DON	""
ARUM MACRORRHIZON WHOLE	""
ARUM MUCRONATUM WHOLE	""
ELEPHANT EAR TARO WHOLE	""
ALOCASIA UHINKII WHOLE	""
CALLA MAXIMA WHOLE	""
ARUM INDICUM WHOLE	""
ALOCASIA MARGINATA WHOLE	""
ALOCASIA GIGAS WHOLE	""
COLOCASIA PEREGRINA WHOLE	""
ARUM MONTANUM WHOLE	""
CALLA BADIAN WHOLE	""
ALOCASIA MACRORRHIZOS WHOLE	""
COLOCASIA MONTANA WHOLE	""
ALOCASIA VARIEGATA WHOLE	""
COLOCASIA INDICA WHOLE	""
ALOCASIA MONTANA WHOLE	""
COLOCASIA BORYI WHOLE	""
ALOCASIA RAPIFORMIS WHOLE	""
ALOCASIA INDICA WHOLE	""
COLOCASIA MACRORRHIZOS WHOLE	""
ALOCASIA PLUMBEA WHOLE	""
PHILODENDRON PUNCTATUM WHOLE	""
COLOCASIA MUCRONATA WHOLE	""
CALADIUM ODORATUM WHOLE	""
ARUM RAPIFORME WHOLE	""
ARUM CORDIFOLIUM WHOLE	""
CALADIUM METALLICUM WHOLE	""
ALOCASIA INSIGNIS WHOLE	""
PHILODENDRON PEREGRINUM WHOLE	""
ALOYSIA TRIPHYLLA WHOLE	""
ALOYSIA CITRODORA WHOLE	""
VERBENA TRIPHYLLA WHOLE	""
LEMON BEEBRUSH WHOLE	""
LEMON VERBENA [HOC]	""
LEMON VERBENA WHOLE	""
VERBENA CITRODORA WHOLE	""
LIPPIA CITRODORA WHOLE	""
LIPPIA TRIPHYLLA WHOLE	""
ZAPPANIA CITRODORA WHOLE	""
VERBENA FRAGRANS WHOLE	""
ALOYSIA SLEUMERI WHOLE	""
ALOYSIA CITRODORA PALAU	""
ALOYSIA CITRIODORA [WHO-DD]	""
ALOYSIA CITRIODORA WHOLE	""
ALPINIA OFFICINARUM [WHO-DD]	""
ALPINIA OFFICINARUM HANCE	""
ALPINIA OFFICINARUM WHOLE	""
GALANGAL WHOLE	""
LESSER GALANGAL WHOLE	""
LESSER GALANGAL [HOC]	""
LANGUAS OFFICINARUM (HANCE) FARW.	""
LANGUAS OFFICINARUM WHOLE	""
BLUSHER WHOLE	""
AMANITA RUBESCENS WHOLE	""
SPINY AMARANTH [HOC]	""
AMARANTHUS SPINOSUS [WHO-DD]	""
AMARANTHUS CARACASANUS WHOLE	""
AMARANTHUS CORACANUS WHOLE	""
SPINY AMARANTH WHOLE	""
GALLIARIA SPINOSA WHOLE	""
AMARANTHUS SPINOSUS L.	""
AMARANTHUS SPINOSUS WHOLE	""
GALLIARIA SPITOSA WHOLE	""
AMARANTHUS SPINOSUS WHOLE PLANT	""
AMARANTHUS DIACANTHUS WHOLE	""
AMBROSIA ARTEMISIIFOLIA WHOLE	""
AMBROSIA ARTEMISIIFOLIA	""
HOGWEED	""
COMMON RAGWEED	""
SHORT RAGWEED WHOLE	""
SMALL RAGWEED WHOLE	""
AMBROSIA ELATIOR WHOLE	""
AMBROSIA GLANDULOSA WHOLE	""
HORSEWEED	""
AMBROSIA MARITIMA [WHO-DD]	""
SMALL RAGWEED	""
ROMAN WORMWOOD WHOLE	""
ANNUAL RAGWEED WHOLE	""
LOW RAGWEED	""
LOW RAGWEED WHOLE	""
AMBROSIA ARTEMISIIFOLIA [WHO-DD]	""
COMMON RAGWEED WHOLE	""
ANNUAL RAGWEED	""
ROMAN WORMWOOD	""
AMBROSIA ARTEMISIAEFOLIA [HPUS]	""
AMBROSIA ARTEMISAEFOLIA	""
AMBROSIA MARITIMA WHOLE	""
SHORT RAGWEED	""
RAGWEED [HOC]	""
AMBROSIA MONOPHYLLA WHOLE	""
AMBROSIA ARTEMISIAEFOLIA	""
RAGWEED	""
IVA MONOPHYLLA WHOLE	""
AMBROSIA ARTEMISIIFOLIA L.	""
AMOMUM ACULEATUM ROXB.	""
AMOMUM ACULEATUM WHOLE	""
AMOMUM AROMATICUM [WHO-DD]	""
XIANG DOU KOU WHOLE	""
AMOMUM AROMATICUM ROXB.	""
RENEALMIA FASCICULATA WHOLE	""
AMOMUM AROMATICUM WHOLE	""
ALPINIA FASCICULATA WHOLE	""
JALPAIGURI CARDAMOM WHOLE	""
GEOCALLIS FASCICULATA WHOLE	""
BENGAL CARDAMOM WHOLE	""
CARDAMOMUM AROMATICUM WHOLE	""
AMOMUM FASCICULATUM WHOLE	""
AMOMUM VILLOSUM LOUR.	""
AMOMUM VILLOSUM [WHO-DD]	""
CHINESE AMOMUM (AMOMUM VILLOSUM) [HOC]	""
ELETTARIA VILLOSA WHOLE	""
VILLOUS AMOMUM WHOLE	""
AMOMUM VILLOSUM WHOLE	""
AMORPHA GARDNERI WHOLE	""
AMORPHA LUDWIGII WHOLE	""
AMORPHA MACROPHYLLA WHOLE	""
DULLLEAF INDIGO WHOLE	""
AMORPHA LEWISII WHOLE	""
AMORPHA VERRUCOSA WHOLE	""
AMORPHA ELATA WHOLE	""
AMORPHA FRUTICOSA WHOLE	""
AMORPHA COLORATA WHOLE	""
DESERT FALSE INDIGO WHOLE	""
AMORPHA BUSHII WHOLE	""
AMORPHA EMARGINATA WHOLE	""
AMORPHA HUMILIS WHOLE	""
AMORPHA NONPERFORATA WHOLE	""
AMORPHA GAERTNERI WHOLE	""
AMORPHA CROCEOLANATA WHOLE	""
AMORPHA CURTISII WHOLE	""
AMORPHA FRAGRANS WHOLE	""
AMORPHA TENESSEENSIS WHOLE	""
AMORPHA CAROLINIANA WHOLE	""
AMORPHA VIRGATA WHOLE	""
FALSE INDIGOBUSH WHOLE	""
AMORPHA MIMOSIFOLIA WHOLE	""
AMORPHA ANGUSTIFOLIA WHOLE	""
INDIGOBUSH WHOLE	""
AMORPHA OCCIDENTALIS WHOLE	""
AMORPHA PENDULA WHOLE	""
AMORPHA GLAUCA WHOLE	""
AMORPHA PERFORATA WHOLE	""
AMORPHA DEWINKELERI WHOLE	""
DESERT INDIGOBUSH WHOLE	""
AMORPHA ORNATA WHOLE	""
AMORPHA FRUTICOSA L.	""
AMORPHA SENSITIVA WHOLE	""
AMORPHA DISCOLOR WHOLE	""
AMORPHA COERULEA WHOLE	""
AMORPHA ARIZONICA WHOLE	""
AMPELOCISSUS LATIFOLIA WHOLE	""
AMPELOCISSUS LATIFOLIA (ROXB.) PLANCH.	""
ANCHUSA DAVIDOVII WHOLE	""
ANCHUSA OFFICINALIS L.	""
ANCHUSA OSMANICA WHOLE	""
BUGLOSS	""
ANCHUSA PUSTULATA WHOLE	""
ANCHUSA ANGUSTIFOLIA WHOLE	""
COMMON BUGLOSS	""
ANCHUSA OFFICINALIS [WHO-DD]	""
ANCHUSA OFFICINALIS	""
ANCHUSA MACROCALYX WHOLE	""
ANCHUSA ARVALIS WHOLE	""
ANCHUSA VELENOVSKYI WHOLE	""
ANCHUSA OFFICINALIS WHOLE	""
BUGLOSSUM ASPERMUM WHOLE	""
BUGLOSSUM ANGUSTIFOLIUM WHOLE	""
ANCHUSA MICROCALYX WHOLE	""
ANCHUSA LYCOPSIDIS WHOLE	""
ANCHUSA SPICATA WHOLE	""
ANCHUSA OFFICINALIS [HPUS]	""
ANCHUSA INCARNATA WHOLE	""
ANCHUSA OFFICINALIS WHOLE PLANT [WHO-DD]	""
COMMON BUGLOSS WHOLE	""
BUGLOSSUM OFFICINALE WHOLE	""
ANCHUSA MACULATA WHOLE	""
ANCHUSA LEPTOPHYLLA WHOLE	""
BUSHY BEARDGRASS WHOLE	""
ANDROPOGON CORYMBOSUS WHOLE	""
ANDROPOGON TENUISPATHEUS WHOLE	""
ANDROPOGON GLOMERATUS WHOLE	""
ANDROPOGON GLAUCOPSIS WHOLE	""
CINNA GLOMERATA WHOLE	""
ANDROPOGON REINOLDII WHOLE	""
ANDROPOGON GLOMERATUS (WALTER) BRITTON, STERNS & POGGENB.	""
BUSHY BLUESTEM WHOLE	""
ANDROPOGON DENSUS WHOLE	""
SORGHUM GLOMERATUM WHOLE	""
ANDROPOGON GLAUCESCENS WHOLE	""
ANDROPOGON VIRGINICUS WHOLE	""
BROOMSEDGE BLUESTEM WHOLE	""
YELLOWSEDGE BLUESTEM WHOLE	""
ANDROPOGON LOUISIANAE WHOLE	""
ANDROPOGON VIRGINICUS L.	""
ANDROPOGON VAGINATUS WHOLE	""
ANDROPOGON CAPILLIPES WHOLE	""
CYMBOPOGON GLAUCUS WHOLE	""
CINNA LATERALIS WHOLE	""
ANDROPOGON DEALBATUS WHOLE	""
ANDROPOGON CURTISIANUS WHOLE	""
SORGHUM VIRGINICUM WHOLE	""
HOLCUS VIRGINICUS WHOLE	""
DIMEIOSTEMON TETRASTACHYS WHOLE	""
DIMEIOSTEMON VAGINATUS WHOLE	""
WHISKEY GRASS WHOLE	""
ANDROPOGON PAUCIFLORUS WHOLE	""
ANDROPOGON TETRASTACHYUS WHOLE	""
HEPATICA ACUTILOBA WHOLE	""
ANEMONE HEPATICA VAR. ACUTA WHOLE	""
SHARPLOBE HEPATICA WHOLE	""
SHARP-LOBE HEPATICA WHOLE	""
HEPATICA NOBILIS VAR. ACUTA WHOLE	""
HEPATICA NOBILIS F. ACUTILOBA WHOLE	""
LIVERWORT (HEPATICA NOBILIS VAR. ACUTA) [HOC]	""
LIVERWORT WHOLE	""
ANEMONE ACUTILOBA WHOLE	""
ANEMONE HEPATICA VAR. ACUTA (PURSH) PRITZ.	""
LIVERWORT-HERB WHOLE	""
HEPATICA ACUTA WHOLE	""
ANEMONE ACUTA WHOLE	""
AMERICAN LIVERLEAF WHOLE	""
ANEMOPSIS CALIFORNICA [WHO-DD]	""
ANEMOPSIS CALIFORNICA WHOLE PLANT [WHO-DD]	""
ANEMOPSIS CALIFORNICA WHOLE PLANT	""
ANEMIA INTERMEDIA WHOLE	""
ANEMIA CALIFORNICA WHOLE	""
ANEMOPSIS LUDOVICISALVATORIS WHOLE	""
HOUTTUYNIA BOLANDERI WHOLE	""
ANEMOPSIS CALIFORNICA (NUTT.) HOOK. & ARN.	""
YERBA MANSA [HOC]	""
ANEMOPSIS CALIFORNICA WHOLE	""
YERBA MANSA WHOLE	""
HOUTTUYNIA CALIFORNICA WHOLE	""
APONOGETON INVOLUCRATUS WHOLE	""
YERBA-MANSA WHOLE	""
ANEMOPSIS BOLANDERI WHOLE	""
PASTINACA GRAVEOLENS WHOLE	""
SELINUM GRAVEOLENS WHOLE	""
PEUCEDANUM SOWA WHOLE	""
ANETHUM GRAVEOLENS WHOLE	""
PASTINACA ANETHUM WHOLE	""
SELINUM ANETHUM WHOLE	""
DILL WHOLE	""
FERULA GRAVEOLENS WHOLE	""
ANETHUM SOWA WHOLE	""
ANETHUM GRAVEOLENS L.	""
ANGELICA GRAVEOLENS WHOLE	""
DILL [HOC]	""
ANETHUM ARVENSE WHOLE	""
ANETHUM SOWA [WHO-DD]	""
FERULA MARATHROPHYLLA WHOLE	""
PEUCEDANUM ANETHUM WHOLE	""
ANGELICA LEPORINA WHOLE	""
SMALL-LEAF ANGELICA WHOLE	""
ANGELICA PINNATA WHOLE	""
ANGELICA PINNATA S.WATSON	""
DONG QUAI [HOC]	""
ANGELICA SINENSIS [WHO-DD]	""
TANG KUEI WHOLE	""
ANGELICA SINENSIS (OLIV.) DIELS	""
DONG QUAI WHOLE	""
DANG GUI WHOLE	""
DONG GUI WHOLE	""
CHINESE ANGELICA WHOLE	""
ANGELICA SINENSIS WHOLE	""
VULNERARIA HETEROPHYLLA WHOLE	""
ANTHYLLIS ALPINA WHOLE	""
VULNERARIA RUSTICA WHOLE	""
COMMON KIDNEYVETCH WHOLE	""
ANTHYLLIS COLLINA WHOLE	""
KIDNEY-VETCH WHOLE	""
ANTHYLLIS RUSTICA WHOLE	""
ANTHYLLIS FLAVA WHOLE	""
COMMON KIDNEY-VETCH WHOLE	""
ANTHYLLIS CHERLERI WHOLE	""
ANTHYLLIS ALPESTRIS WHOLE	""
ANTHYLLIS RUBICUNDA WHOLE	""
ANTHYLLIS ITALICA WHOLE	""
ANTHYLLIS BICEPHALOS WHOLE	""
ANTHYLLIS SERPENTINII WHOLE	""
VULNERARIA LAGOPODIUM WHOLE	""
VULNERARIA ANTHYLLIS WHOLE	""
ANTHYLLIS MONOCEPHALOS WHOLE	""
ANTHYLLIS VULNERARIA L.	""
ANTHYLLIS VULNERARIA WHOLE	""
ANTHYLLIS RUBRA WHOLE	""
ANTHYLLIS MACROCARPA WHOLE	""
ANTHYLLIS RUSTICANA WHOLE	""
ANTHYLLIS SANGUINEA WHOLE	""
ANTHYLLIS COCCINEA WHOLE	""
ANTHYLLIS PALLIDA WHOLE	""
ANTHYLLIS LINNAEI WHOLE	""
ANTHYLLIS BICOLOR WHOLE	""
ANTHYLLIS PUBESCENS WHOLE	""
ANTHYLLIS TOURNEFORTII WHOLE	""
ANTHYLLIS CALCICOLA WHOLE	""
ANTHYLLIS COMMUNIS WHOLE	""
ANTHYLLIS VULNERARIA [WHO-DD]	""
ANTHYLLIS HETEROPHYLLA WHOLE	""
ANTHYLLIS SERICATA WHOLE	""
APIUM GRAVEOLENS L.	""
SISON RUTA WHOLE	""
APIUM GRAVEOLENS VAR. DULCE WHOLE	""
HELOSCIADIUM RUTA WHOLE	""
APIUM RAPACEUM WHOLE	""
SIUM GRAVEOLENS WHOLE	""
APIUM PALUSTRE WHOLE	""
SIUM APIUM WHOLE	""
CELERIA GRAVEOLENS WHOLE	""
WILD CELERY WHOLE	""
APIUM GRAVEOLENS WHOLE	""
HELOSCIADIUM RUTACEUM WHOLE	""
APIUM CELLERI WHOLE	""
APIUM VULGARE WHOLE	""
APIUM DULCE WHOLE	""
CELERY (APIUM GRAVEOLENS VAR. DULCE) [HOC]	""
APIUM LUSITANICUM WHOLE	""
APIUM GRAVEOLENS DULCE WHOLE	""
APIUM LOBATUM WHOLE	""
APIUM MARITIMUM WHOLE	""
CELERI GRAVEOLENS WHOLE	""
HELOSCIADIUM GRAVEOLENS WHOLE	""
SESELI GRAVEOLENS WHOLE	""
CARUM GRAVEOLENS WHOLE	""
SISON TRIFIDUM WHOLE	""
APIUM INTEGRILOBUM WHOLE	""
CELERY WHOLE	""
ARALIA RACEMOSA [WHO-DD]	""
ARALIA RACEMOSA WHOLE	""
ARALIA RACEMOSA L.	""
SPIKENARD [HOC]	""
AMERICAN SPIKENARD WHOLE	""
DEVIL'S WALKINGSTICK WHOLE	""
HERCULE'S CLUB [HOC]	""
ARALIA SPINOSA L.	""
HERCULE'S CLUB WHOLE	""
ARALIA SPINOSA WHOLE	""
ANGELICATREE WHOLE	""
PRICKLY ELDER WHOLE	""
ARALIA GEORGICA WHOLE	""
HERCULES' CLUB WHOLE	""
ARALIA LEROANA WHOLE	""
CHAEROPHYLLUM ARBORESCENS WHOLE	""
DEVILS WALKINGSTICK WHOLE	""
LAPPA NEMOROSA WHOLE	""
ARCTIUM VULGARE WHOLE	""
BURDOCK (ARCTIUM LAPPA) [HOC]	""
ARCTIUM LAPPA WHOLE	""
ARCTIUM CHAORUM WHOLE	""
EDIBLE BURDOCK WHOLE	""
ARCTIUM RUDERALE WHOLE	""
BARDANA ARCTIUM WHOLE	""
BARDANA LAPPA WHOLE	""
LAPPA MAJOR WHOLE	""
ARCION MAJUS WHOLE	""
GREAT BURDOCK WHOLE	""
ARCTIUM GRANDIFLORUM WHOLE	""
ARCTIUM LEIOSPERMUM WHOLE	""
GREATER BURRDOCK WHOLE	""
GREATER BURDOCK WHOLE	""
WOODLAND BURDOCK WHOLE	""
LAPPA GLABRA WHOLE	""
ARCTIUM LAPPA L.	""
ARCTIUM BARDANA WHOLE	""
LAPPA ARCTIUM WHOLE	""
ARCION TOMENTOSUM WHOLE	""
LAPPA VULGARIS WHOLE	""
BURDOCK WHOLE	""
ARCTIUM LAPPA [WHO-DD]	""
ARCTOSTAPHYLOS NEVADENSIS A.GRAY	""
ARCTOSTAPHYLOS NEVADENSIS WHOLE	""
PINEMAT MANZANITA WHOLE	""
UVA-URSI NEVADENSIS WHOLE	""
BLADHIA KUSUKUSENSIS WHOLE	""
CORAL BUSH WHOLE	""
CORALBERRY WHOLE	""
ARDISIA ELEGANS WHOLE	""
CORALBERRY TREE WHOLE	""
ARDISIA DENSA WHOLE	""
ARDISIA CRENATA WHOLE	""
ARDISIA CRENATA [WHO-DD]	""
ARDISIA LINANGENSIS WHOLE	""
BLADHIA LENTIGINOSA WHOLE	""
HEN'S EYES WHOLE	""
SPICEBERRY WHOLE	""
ARDISIA CRENATA SIMS	""
BLADHIA CRENATA WHOLE	""
ARDISIA MOURETII WHOLE	""
ARDISIA KONISHII WHOLE	""
BLADHIA PUNCTATA WHOLE	""
ARDISIA KUSUKUSENSIS WHOLE	""
CORAL ARDISIA WHOLE	""
ARDISIA MIAOLIENSIS WHOLE	""
ARDISIA LENTIGINOSA WHOLE	""
TINUS DENSA WHOLE	""
BLADHIA LINDLEYANA WHOLE	""
ARDISIA CRENULATA WHOLE	""
ARDISIA LABORDEI WHOLE	""
HEN'S-EYES WHOLE	""
BLADHIA ELEGANS WHOLE	""
ARECA CATHECHU WHOLE	""
ARECA MACROCARPA WHOLE	""
ARECA NIGRA WHOLE	""
ARECA CATECHU WHOLE	""
ARECA CATECHU L.	""
BETEL PALM WHOLE	""
ARECA CATECHU [WHO-DD]	""
ARECA HIMALAYANA WHOLE	""
BETELNUT PALM [HOC]	""
BIGELOWIA ELONGATA WHOLE	""
LEPIGONUM PARADOXUM WHOLE	""
TISSA PARADOXA WHOLE	""
ARENARIA PERUVIANA WHOLE	""
ARENARIA DIFFUSA WHOLE	""
STELLARIA PUBESCENS WHOLE	""
ARENARIA LANUGINOSA (MICHX.) ROHRB.	""
ARENARIA GUATEMALENSIS WHOLE	""
MOEHRINGIA NEMOROSA WHOLE	""
ARENARIA NEMOROSA WHOLE	""
STELLARIA LANUGINOSA WHOLE	""
SPERGULASTRUM LANUGINOSUM WHOLE	""
MICROPETALON LANUGINOSUM WHOLE	""
STELLARIA ELONGATA WHOLE	""
SPREADING SANDWORT WHOLE	""
ARENARIA ALSINOIDES WHOLE	""
ARENARIA PARADOXA WHOLE	""
ARENARIA LANUGINOSA WHOLE	""
